Time,Date,light,temperature,humidity,sunlight
11:02:01,7-7-2022,621,23.80,57.00,262
11:02:02,7-7-2022,611,23.80,57.00,263
11:02:03,7-7-2022,626,23.80,57.00,263
11:02:05,7-7-2022,640,23.80,57.00,262
11:02:06,7-7-2022,645,23.80,57.00,262
11:02:07,7-7-2022,645,23.80,57.00,263
11:02:08,7-7-2022,640,23.80,57.00,264
11:02:09,7-7-2022,631,23.80,57.00,262
11:02:11,7-7-2022,655,23.80,56.00,261
11:02:12,7-7-2022,665,23.80,56.00,262
11:02:13,7-7-2022,660,23.80,56.00,263
11:02:14,7-7-2022,655,23.80,56.00,261
11:02:16,7-7-2022,660,23.80,56.00,262
11:02:17,7-7-2022,660,23.80,56.00,262
11:02:18,7-7-2022,655,23.80,56.00,262
11:02:19,7-7-2022,665,23.80,56.00,262
11:02:21,7-7-2022,660,23.80,56.00,262
11:02:22,7-7-2022,660,23.80,56.00,263
11:02:23,7-7-2022,660,23.80,56.00,262
11:02:24,7-7-2022,655,23.80,56.00,262
11:02:26,7-7-2022,660,23.80,56.00,263
11:02:27,7-7-2022,650,23.80,56.00,262
11:02:28,7-7-2022,650,23.80,56.00,263
11:02:29,7-7-2022,655,23.80,56.00,262
11:02:30,7-7-2022,635,23.80,56.00,263
11:02:32,7-7-2022,611,23.80,56.00,263
11:02:33,7-7-2022,611,23.80,56.00,263
11:02:34,7-7-2022,598,23.80,56.00,262
11:02:35,7-7-2022,607,23.90,56.00,263
11:02:37,7-7-2022,611,23.90,56.00,264
11:02:38,7-7-2022,645,23.90,56.00,262
11:02:39,7-7-2022,655,23.90,56.00,262
11:02:40,7-7-2022,645,23.90,56.00,262
11:02:42,7-7-2022,645,23.90,56.00,263
11:02:43,7-7-2022,616,23.90,56.00,263
11:02:44,7-7-2022,607,23.90,56.00,263
11:02:45,7-7-2022,584,23.90,56.00,263
11:02:46,7-7-2022,579,23.90,56.00,263
11:02:48,7-7-2022,584,23.80,56.00,263
11:02:49,7-7-2022,584,23.80,56.00,263
11:02:50,7-7-2022,579,23.90,56.00,262
11:02:51,7-7-2022,579,23.90,56.00,263
11:02:53,7-7-2022,588,23.90,56.00,265
11:02:54,7-7-2022,598,23.90,56.00,262
11:02:55,7-7-2022,598,23.90,56.00,263
11:02:56,7-7-2022,588,23.90,56.00,264
11:02:58,7-7-2022,584,23.80,56.00,261
11:02:59,7-7-2022,584,23.80,56.00,263
11:03:00,7-7-2022,584,23.90,56.00,262
11:03:01,7-7-2022,579,23.90,56.00,262
11:03:03,7-7-2022,575,23.90,56.00,263
11:03:04,7-7-2022,575,23.90,56.00,264
11:03:05,7-7-2022,575,23.80,56.00,262
11:03:06,7-7-2022,570,23.80,56.00,262
11:03:07,7-7-2022,575,23.80,56.00,263
11:03:09,7-7-2022,575,23.80,56.00,263
11:03:10,7-7-2022,575,23.90,56.00,262
11:03:11,7-7-2022,579,23.90,56.00,262
11:03:12,7-7-2022,584,23.90,56.00,262
11:03:14,7-7-2022,579,23.90,56.00,263
11:03:15,7-7-2022,575,23.90,56.00,264
11:03:16,7-7-2022,579,23.90,56.00,262
11:03:17,7-7-2022,579,23.90,56.00,262
11:03:19,7-7-2022,584,23.90,56.00,263
11:03:20,7-7-2022,588,23.90,56.00,262
11:03:21,7-7-2022,579,23.90,56.00,261
11:03:22,7-7-2022,575,23.90,56.00,262
11:03:24,7-7-2022,553,23.90,56.00,263
11:03:25,7-7-2022,584,23.90,56.00,262
11:03:26,7-7-2022,579,23.90,56.00,262
11:03:27,7-7-2022,584,23.90,56.00,262
11:03:28,7-7-2022,579,23.90,56.00,263
11:03:30,7-7-2022,588,23.90,56.00,262
11:03:31,7-7-2022,598,23.90,56.00,264
11:03:32,7-7-2022,570,23.90,56.00,263
11:03:33,7-7-2022,545,23.90,56.00,263
11:03:35,7-7-2022,528,23.90,56.00,263
11:03:36,7-7-2022,536,23.90,56.00,263
11:03:37,7-7-2022,536,23.90,56.00,262
11:03:38,7-7-2022,532,23.90,56.00,263
11:03:40,7-7-2022,536,23.90,56.00,261
11:03:41,7-7-2022,540,23.90,56.00,263
11:03:42,7-7-2022,532,23.90,56.00,262
11:03:43,7-7-2022,493,23.90,56.00,264
11:03:44,7-7-2022,508,23.90,56.00,262
11:03:46,7-7-2022,524,23.90,56.00,263
11:03:47,7-7-2022,528,23.90,56.00,262
11:03:48,7-7-2022,508,23.90,56.00,264
11:03:49,7-7-2022,508,23.90,56.00,263
11:03:51,7-7-2022,553,23.90,56.00,263
11:03:52,7-7-2022,640,23.90,56.00,263
11:03:53,7-7-2022,602,23.90,56.00,264
11:03:54,7-7-2022,584,23.90,56.00,262
11:03:56,7-7-2022,588,23.90,56.00,262
11:03:57,7-7-2022,588,23.90,56.00,263
11:03:58,7-7-2022,584,23.90,56.00,262
11:03:59,7-7-2022,588,23.90,56.00,262
11:04:01,7-7-2022,579,23.90,56.00,263
11:04:02,7-7-2022,579,24.00,57.00,263
11:04:03,7-7-2022,584,24.00,57.00,262
11:04:04,7-7-2022,575,23.90,57.00,261
11:04:05,7-7-2022,579,23.90,57.00,262
11:04:07,7-7-2022,579,24.00,56.00,261
11:04:08,7-7-2022,593,24.00,56.00,264
11:04:09,7-7-2022,593,24.00,56.00,261
11:04:10,7-7-2022,593,24.00,56.00,263
11:04:12,7-7-2022,598,24.00,57.00,264
11:04:13,7-7-2022,602,24.00,57.00,262
11:04:14,7-7-2022,593,24.00,58.00,263
11:04:15,7-7-2022,593,24.00,58.00,262
11:04:17,7-7-2022,593,24.00,58.00,262
11:04:18,7-7-2022,9,24.00,58.00,264
11:04:19,7-7-2022,6,24.00,58.00,262
11:04:20,7-7-2022,570,24.00,58.00,263
11:04:21,7-7-2022,598,24.00,58.00,262
11:04:23,7-7-2022,584,24.00,58.00,263
11:04:24,7-7-2022,593,24.00,58.00,263
11:04:25,7-7-2022,588,24.00,58.00,262
11:04:26,7-7-2022,588,24.00,57.00,264
11:04:28,7-7-2022,598,24.00,57.00,263
11:04:29,7-7-2022,593,24.00,57.00,263
11:04:30,7-7-2022,588,24.00,57.00,262
11:04:31,7-7-2022,593,24.00,57.00,263
11:04:33,7-7-2022,593,24.00,57.00,263
11:04:34,7-7-2022,598,24.00,57.00,263
11:04:35,7-7-2022,598,24.00,57.00,262
11:04:36,7-7-2022,593,24.00,57.00,262
11:04:38,7-7-2022,598,24.00,57.00,262
11:04:39,7-7-2022,602,24.00,57.00,262
11:04:40,7-7-2022,602,24.00,57.00,262
11:04:41,7-7-2022,602,24.00,57.00,264
11:04:42,7-7-2022,602,24.00,57.00,262
11:04:44,7-7-2022,593,24.00,57.00,264
11:04:45,7-7-2022,602,24.00,57.00,263
11:04:46,7-7-2022,598,24.00,56.00,262
11:04:47,7-7-2022,611,24.00,56.00,262
11:04:49,7-7-2022,616,24.00,56.00,263
11:04:50,7-7-2022,607,24.00,56.00,264
11:04:51,7-7-2022,611,24.00,56.00,262
11:04:52,7-7-2022,607,24.00,56.00,262
11:04:54,7-7-2022,611,24.00,56.00,263
11:04:55,7-7-2022,607,24.00,56.00,262
11:04:56,7-7-2022,616,24.00,56.00,263
11:04:57,7-7-2022,626,24.00,56.00,264
11:04:58,7-7-2022,621,24.00,56.00,264
11:05:00,7-7-2022,631,24.00,56.00,263
11:05:01,7-7-2022,616,24.00,56.00,264
11:05:02,7-7-2022,607,24.00,56.00,263
11:05:03,7-7-2022,611,24.00,56.00,260
11:05:05,7-7-2022,611,24.00,56.00,263
11:05:06,7-7-2022,602,24.00,56.00,263
11:05:07,7-7-2022,607,24.00,56.00,263
11:05:08,7-7-2022,602,24.00,56.00,262
11:05:10,7-7-2022,607,24.00,56.00,263
11:05:11,7-7-2022,611,24.00,56.00,262
11:05:12,7-7-2022,621,24.00,56.00,262
11:05:13,7-7-2022,626,24.00,56.00,264
11:05:15,7-7-2022,570,24.00,56.00,262
11:05:16,7-7-2022,562,24.00,55.00,264
11:05:17,7-7-2022,562,24.00,55.00,264
11:05:18,7-7-2022,557,24.00,56.00,262
11:05:19,7-7-2022,557,24.00,56.00,262
11:05:21,7-7-2022,553,24.00,56.00,264
11:05:22,7-7-2022,553,24.00,56.00,262
11:05:23,7-7-2022,549,24.00,56.00,263
11:05:24,7-7-2022,616,24.00,56.00,263
11:05:26,7-7-2022,607,24.00,56.00,262
11:05:27,7-7-2022,607,24.00,56.00,263
11:05:28,7-7-2022,621,24.00,56.00,264
11:05:29,7-7-2022,611,24.00,56.00,261
11:05:31,7-7-2022,607,24.00,56.00,262
11:05:32,7-7-2022,611,24.00,56.00,262
11:05:33,7-7-2022,611,24.00,56.00,263
11:05:34,7-7-2022,598,24.00,56.00,265
11:05:35,7-7-2022,607,24.00,56.00,263
11:05:36,7-7-2022,616,24.00,56.00,264
11:05:38,7-7-2022,616,24.00,56.00,263
11:05:39,7-7-2022,621,24.00,56.00,263
11:05:40,7-7-2022,611,24.00,56.00,263
11:05:42,7-7-2022,635,24.00,56.00,263
11:05:43,7-7-2022,655,24.00,56.00,264
11:05:45,7-7-2022,635,24.00,56.00,263
11:05:46,7-7-2022,635,24.00,54.00,264
11:05:48,7-7-2022,635,24.00,54.00,264
11:05:49,7-7-2022,640,24.00,55.00,262
11:05:50,7-7-2022,645,24.00,55.00,264
11:05:51,7-7-2022,635,24.00,57.00,264
11:05:53,7-7-2022,631,24.00,57.00,262
11:05:54,7-7-2022,626,24.00,57.00,262
11:05:55,7-7-2022,631,24.00,57.00,261
11:05:56,7-7-2022,621,24.00,57.00,262
11:05:57,7-7-2022,626,24.00,57.00,262
11:05:59,7-7-2022,626,24.00,56.00,262
11:06:00,7-7-2022,621,24.00,56.00,262
11:06:01,7-7-2022,686,24.10,56.00,262
11:06:02,7-7-2022,686,24.10,56.00,263
11:06:04,7-7-2022,631,24.00,56.00,262
11:06:05,7-7-2022,635,24.00,56.00,263
11:06:06,7-7-2022,626,24.10,56.00,264
11:06:07,7-7-2022,626,24.10,56.00,263
11:06:09,7-7-2022,631,24.10,57.00,262
11:06:10,7-7-2022,675,24.10,57.00,263
11:06:11,7-7-2022,681,24.00,59.00,262
11:06:12,7-7-2022,681,24.00,59.00,264
11:06:14,7-7-2022,655,24.00,59.00,262
11:06:15,7-7-2022,635,24.00,59.00,263
11:06:16,7-7-2022,621,24.10,58.00,263
11:06:17,7-7-2022,616,24.10,58.00,264
11:06:18,7-7-2022,621,24.10,58.00,263
11:06:20,7-7-2022,611,24.10,58.00,263
11:06:21,7-7-2022,616,24.10,58.00,263
11:06:22,7-7-2022,616,24.10,58.00,265
11:06:23,7-7-2022,611,24.00,57.00,263
11:06:25,7-7-2022,621,24.00,57.00,263
11:06:26,7-7-2022,621,24.00,57.00,263
11:06:27,7-7-2022,616,24.00,57.00,264
11:06:28,7-7-2022,626,24.00,57.00,262
11:06:30,7-7-2022,626,24.00,57.00,264
11:06:31,7-7-2022,626,24.00,57.00,262
11:06:32,7-7-2022,631,24.00,57.00,262
11:06:33,7-7-2022,626,24.00,57.00,262
11:06:34,7-7-2022,631,24.00,57.00,261
11:06:36,7-7-2022,701,24.00,56.00,264
11:06:37,7-7-2022,691,24.00,56.00,263
11:06:38,7-7-2022,696,24.10,56.00,264
11:06:39,7-7-2022,707,24.10,56.00,264
11:06:41,7-7-2022,660,24.10,56.00,263
11:06:42,7-7-2022,660,24.10,56.00,262
11:06:43,7-7-2022,645,24.10,56.00,262
11:06:44,7-7-2022,635,24.10,56.00,263
11:06:46,7-7-2022,635,24.10,56.00,263
11:06:47,7-7-2022,631,24.10,56.00,263
11:06:48,7-7-2022,631,24.10,56.00,262
11:06:49,7-7-2022,635,24.10,56.00,261
11:06:51,7-7-2022,631,24.10,55.00,264
11:06:52,7-7-2022,631,24.10,55.00,262
11:06:53,7-7-2022,650,24.10,55.00,262
11:06:54,7-7-2022,635,24.10,55.00,263
11:06:55,7-7-2022,631,24.10,55.00,262
11:06:57,7-7-2022,635,24.10,55.00,262
11:06:58,7-7-2022,626,24.10,55.00,263
11:06:59,7-7-2022,626,24.10,55.00,264
11:07:00,7-7-2022,640,24.10,55.00,262
11:07:02,7-7-2022,631,24.10,55.00,264
11:07:03,7-7-2022,626,24.10,55.00,262
11:07:04,7-7-2022,631,24.10,55.00,264
11:07:05,7-7-2022,631,24.10,55.00,263
11:07:07,7-7-2022,660,24.10,55.00,264
11:07:08,7-7-2022,670,24.00,55.00,263
11:07:09,7-7-2022,635,24.00,55.00,263
11:07:10,7-7-2022,640,24.10,55.00,264
11:07:11,7-7-2022,635,24.10,55.00,264
11:07:13,7-7-2022,640,24.10,55.00,262
11:07:14,7-7-2022,635,24.10,55.00,262
11:07:15,7-7-2022,631,24.10,55.00,262
11:07:16,7-7-2022,631,24.10,55.00,265
11:07:18,7-7-2022,645,24.10,55.00,264
11:07:19,7-7-2022,635,24.10,55.00,264
11:07:20,7-7-2022,631,24.10,55.00,262
11:07:21,7-7-2022,635,24.10,55.00,264
11:07:23,7-7-2022,635,24.10,55.00,262
11:07:24,7-7-2022,631,24.10,55.00,264
11:07:25,7-7-2022,635,24.10,55.00,261
11:07:26,7-7-2022,635,24.10,55.00,263
11:07:28,7-7-2022,631,24.10,55.00,261
11:07:29,7-7-2022,631,24.10,55.00,262
11:07:30,7-7-2022,635,24.10,55.00,264
11:07:31,7-7-2022,631,24.10,55.00,261
11:07:32,7-7-2022,631,24.10,55.00,263
11:07:34,7-7-2022,635,24.10,55.00,263
11:07:35,7-7-2022,631,24.10,55.00,264
11:07:36,7-7-2022,631,24.10,55.00,263
11:07:37,7-7-2022,640,24.10,55.00,263
11:07:39,7-7-2022,650,24.10,55.00,263
11:07:40,7-7-2022,635,24.10,55.00,263
11:07:41,7-7-2022,626,24.10,55.00,263
11:07:42,7-7-2022,616,24.10,55.00,262
11:07:44,7-7-2022,611,24.10,55.00,262
11:07:45,7-7-2022,616,24.10,55.00,263
11:07:46,7-7-2022,621,24.10,55.00,263
11:07:47,7-7-2022,616,24.10,56.00,262
11:07:48,7-7-2022,621,24.10,56.00,263
11:07:50,7-7-2022,635,24.10,56.00,262
11:07:51,7-7-2022,631,24.10,56.00,262
11:07:52,7-7-2022,631,24.10,56.00,262
11:07:53,7-7-2022,626,24.10,56.00,263
11:07:55,7-7-2022,621,24.10,56.00,262
11:07:56,7-7-2022,631,24.10,56.00,264
11:07:57,7-7-2022,626,24.10,56.00,261
11:07:58,7-7-2022,631,24.10,56.00,263
11:08:00,7-7-2022,626,24.10,56.00,264
11:08:01,7-7-2022,626,24.10,56.00,262
11:08:02,7-7-2022,626,24.10,56.00,262
11:08:03,7-7-2022,621,24.10,56.00,261
11:08:05,7-7-2022,621,24.10,56.00,264
11:08:06,7-7-2022,621,24.10,56.00,262
11:08:07,7-7-2022,621,24.10,56.00,263
11:08:08,7-7-2022,621,24.10,56.00,261
11:08:09,7-7-2022,611,24.10,55.00,264
11:08:11,7-7-2022,611,24.10,55.00,263
11:08:12,7-7-2022,611,24.10,56.00,262
11:08:13,7-7-2022,611,24.10,56.00,261
11:08:14,7-7-2022,616,24.10,56.00,262
11:08:16,7-7-2022,607,24.10,56.00,262
11:08:17,7-7-2022,611,24.10,56.00,263
11:08:18,7-7-2022,616,24.10,56.00,263
11:08:19,7-7-2022,611,24.10,56.00,263
11:08:21,7-7-2022,616,24.10,56.00,263
11:08:22,7-7-2022,616,24.10,55.00,262
11:08:23,7-7-2022,611,24.10,55.00,261
11:08:24,7-7-2022,616,24.10,55.00,262
11:08:25,7-7-2022,616,24.10,55.00,263
11:08:27,7-7-2022,611,24.10,55.00,264
11:08:28,7-7-2022,621,24.10,55.00,263
11:08:29,7-7-2022,621,24.10,55.00,264
11:08:30,7-7-2022,616,24.10,55.00,262
11:08:32,7-7-2022,621,24.10,55.00,262
11:08:33,7-7-2022,621,24.10,55.00,263
11:08:34,7-7-2022,631,24.10,55.00,262
11:08:35,7-7-2022,635,24.10,55.00,262
11:08:37,7-7-2022,621,24.10,55.00,264
11:08:38,7-7-2022,621,24.10,55.00,263
11:08:39,7-7-2022,621,24.10,56.00,263
11:08:40,7-7-2022,621,24.10,56.00,264
11:08:42,7-7-2022,621,24.10,55.00,263
11:08:43,7-7-2022,621,24.10,55.00,264
11:08:44,7-7-2022,621,24.10,56.00,263
11:08:45,7-7-2022,621,24.10,56.00,262
11:08:46,7-7-2022,616,24.10,55.00,263
11:08:48,7-7-2022,626,24.10,55.00,263
11:08:49,7-7-2022,621,24.10,55.00,263
11:08:50,7-7-2022,640,24.10,55.00,263
11:08:51,7-7-2022,640,24.10,55.00,262
11:08:53,7-7-2022,640,24.10,55.00,262
11:08:54,7-7-2022,635,24.10,55.00,264
11:08:55,7-7-2022,640,24.10,55.00,261
11:08:56,7-7-2022,635,24.10,55.00,262
11:08:58,7-7-2022,635,24.10,55.00,262
11:08:59,7-7-2022,640,24.10,55.00,262
11:09:00,7-7-2022,645,24.10,55.00,263
11:09:01,7-7-2022,645,24.10,55.00,263
11:09:03,7-7-2022,650,24.10,55.00,263
11:09:04,7-7-2022,650,24.10,55.00,263
11:09:05,7-7-2022,645,24.10,55.00,263
11:09:06,7-7-2022,655,24.10,55.00,264
11:09:07,7-7-2022,650,24.10,55.00,262
11:09:09,7-7-2022,650,24.10,55.00,262
11:09:10,7-7-2022,650,24.10,55.00,264
11:09:11,7-7-2022,650,24.10,55.00,262
11:09:12,7-7-2022,655,24.10,55.00,262
11:09:14,7-7-2022,655,24.10,56.00,261
11:09:15,7-7-2022,645,24.10,56.00,262
11:09:16,7-7-2022,650,24.10,56.00,262
11:09:17,7-7-2022,645,24.10,56.00,262
11:09:19,7-7-2022,645,24.10,56.00,261
11:09:20,7-7-2022,655,24.10,56.00,262
11:09:21,7-7-2022,650,24.10,56.00,262
11:09:22,7-7-2022,645,24.10,56.00,263
11:09:23,7-7-2022,645,24.10,56.00,262
11:09:25,7-7-2022,645,24.10,56.00,262
11:09:26,7-7-2022,640,24.10,56.00,263
11:09:27,7-7-2022,640,24.10,56.00,262
11:09:28,7-7-2022,635,24.10,55.00,265
11:09:30,7-7-2022,645,24.10,55.00,263
11:09:31,7-7-2022,645,24.10,55.00,262
11:09:32,7-7-2022,645,24.10,55.00,263
11:09:33,7-7-2022,645,24.10,55.00,263
11:09:35,7-7-2022,645,24.10,55.00,264
11:09:36,7-7-2022,645,24.10,55.00,262
11:09:37,7-7-2022,660,24.10,55.00,262
11:09:38,7-7-2022,655,24.10,55.00,263
11:09:40,7-7-2022,650,24.10,55.00,262
11:09:41,7-7-2022,645,24.10,55.00,265
11:09:42,7-7-2022,640,24.10,55.00,263
11:09:43,7-7-2022,691,24.10,55.00,262
11:09:44,7-7-2022,640,24.10,55.00,262
11:09:46,7-7-2022,635,24.10,55.00,264
11:09:47,7-7-2022,640,24.10,55.00,262
11:09:48,7-7-2022,635,24.10,55.00,262
11:09:49,7-7-2022,631,24.10,55.00,264
11:09:51,7-7-2022,635,24.10,55.00,262
11:09:52,7-7-2022,635,24.10,55.00,263
11:09:53,7-7-2022,631,24.10,55.00,263
11:09:54,7-7-2022,635,24.10,55.00,263
11:09:56,7-7-2022,640,24.10,55.00,263
11:09:57,7-7-2022,635,24.10,55.00,261
11:09:58,7-7-2022,635,24.10,55.00,262
11:09:59,7-7-2022,655,24.10,55.00,262
11:10:00,7-7-2022,650,24.10,55.00,264
11:10:02,7-7-2022,650,24.10,55.00,263
11:10:03,7-7-2022,640,24.10,55.00,263
11:10:04,7-7-2022,635,24.10,55.00,263
11:10:05,7-7-2022,640,24.10,55.00,264
11:10:07,7-7-2022,640,24.10,55.00,263
11:10:08,7-7-2022,640,24.10,55.00,263
11:10:09,7-7-2022,660,24.10,55.00,263
11:10:10,7-7-2022,650,24.10,55.00,262
11:10:12,7-7-2022,645,24.10,55.00,263
11:10:13,7-7-2022,660,24.10,55.00,262
11:10:14,7-7-2022,655,24.10,55.00,263
11:10:15,7-7-2022,645,24.10,55.00,262
11:10:17,7-7-2022,650,24.10,55.00,262
11:10:18,7-7-2022,645,24.10,55.00,263
11:10:19,7-7-2022,696,24.10,55.00,263
11:10:20,7-7-2022,707,24.10,55.00,264
11:10:21,7-7-2022,660,24.10,55.00,264
11:10:23,7-7-2022,655,24.10,55.00,261
11:10:24,7-7-2022,660,24.10,55.00,263
11:10:25,7-7-2022,655,24.10,55.00,263
11:10:26,7-7-2022,650,24.10,55.00,263
11:10:28,7-7-2022,660,24.10,55.00,263
11:10:29,7-7-2022,712,24.10,55.00,264
11:10:30,7-7-2022,701,24.10,55.00,264
11:10:31,7-7-2022,707,24.10,55.00,263
11:10:34,7-7-2022,701,24.10,55.00,264
11:10:35,7-7-2022,701,24.10,55.00,262
11:10:36,7-7-2022,707,24.10,56.00,261
11:10:37,7-7-2022,707,24.10,56.00,263
11:10:38,7-7-2022,701,24.10,55.00,263
11:10:40,7-7-2022,701,24.10,55.00,263
11:10:41,7-7-2022,712,24.10,55.00,264
11:10:42,7-7-2022,707,24.10,55.00,263
11:10:43,7-7-2022,268,24.10,55.00,262
11:10:45,7-7-2022,264,24.10,55.00,265
11:10:46,7-7-2022,410,24.10,55.00,265
11:10:47,7-7-2022,512,24.10,55.00,264
11:10:48,7-7-2022,308,24.10,55.00,267
11:10:50,7-7-2022,424,24.10,55.00,267
11:10:51,7-7-2022,461,24.20,55.00,264
11:10:52,7-7-2022,314,24.20,55.00,265
11:10:53,7-7-2022,427,24.20,55.00,264
11:10:54,7-7-2022,490,24.20,55.00,263
11:10:56,7-7-2022,245,24.10,55.00,263
11:10:57,7-7-2022,221,24.10,55.00,265
11:10:58,7-7-2022,479,24.20,55.00,261
11:10:59,7-7-2022,645,24.20,55.00,262
11:11:01,7-7-2022,660,24.20,55.00,264
11:11:02,7-7-2022,660,24.20,55.00,263
11:11:03,7-7-2022,655,24.20,55.00,263
11:11:04,7-7-2022,650,24.20,55.00,263
11:11:06,7-7-2022,655,24.10,55.00,263
11:11:07,7-7-2022,650,24.10,55.00,264
11:11:08,7-7-2022,650,24.20,55.00,261
11:11:09,7-7-2022,650,24.20,55.00,263
11:11:11,7-7-2022,650,24.20,55.00,264
11:11:12,7-7-2022,640,24.20,55.00,262
11:11:13,7-7-2022,650,24.20,55.00,262
11:11:14,7-7-2022,645,24.20,55.00,263
11:11:15,7-7-2022,640,24.20,55.00,263
11:11:17,7-7-2022,645,24.20,55.00,265
11:11:18,7-7-2022,645,24.10,55.00,262
11:11:19,7-7-2022,640,24.10,55.00,263
11:11:20,7-7-2022,645,24.20,55.00,265
11:11:22,7-7-2022,645,24.20,55.00,264
11:11:23,7-7-2022,640,24.20,55.00,262
11:11:24,7-7-2022,640,24.20,55.00,264
11:11:25,7-7-2022,635,24.10,55.00,263
11:11:27,7-7-2022,635,24.10,55.00,265
11:11:28,7-7-2022,645,24.10,55.00,263
11:11:29,7-7-2022,635,24.10,55.00,263
11:11:30,7-7-2022,635,24.20,55.00,262
11:11:32,7-7-2022,640,24.20,55.00,262
11:11:33,7-7-2022,640,24.20,54.00,263
11:11:35,7-7-2022,631,24.20,54.00,263
11:11:37,7-7-2022,631,24.20,53.00,264
11:11:38,7-7-2022,626,24.20,53.00,262
11:11:39,7-7-2022,607,24.20,53.00,262
11:11:40,7-7-2022,579,24.20,53.00,263
11:11:41,7-7-2022,579,24.20,55.00,263
11:11:43,7-7-2022,579,24.20,55.00,262
11:11:44,7-7-2022,584,24.20,54.00,263
11:11:45,7-7-2022,566,24.20,54.00,262
11:11:46,7-7-2022,553,24.20,54.00,262
11:11:48,7-7-2022,364,24.20,54.00,262
11:11:49,7-7-2022,367,24.20,54.00,262
11:11:50,7-7-2022,352,24.20,54.00,263
11:11:51,7-7-2022,650,24.20,54.00,263
11:11:53,7-7-2022,655,24.20,54.00,264
11:11:54,7-7-2022,611,24.20,54.00,264
11:11:55,7-7-2022,607,24.20,54.00,263
11:11:56,7-7-2022,621,24.20,54.00,263
11:11:57,7-7-2022,626,24.20,54.00,262
11:11:59,7-7-2022,616,24.20,54.00,263
11:12:00,7-7-2022,631,24.20,54.00,263
11:12:01,7-7-2022,621,24.20,54.00,262
11:12:02,7-7-2022,621,24.20,54.00,264
