Time, Date, light, temperature, humidity, sunlight
21:34:43, 7-7-2022, 257, 24.10, 54.00, 262
21:34:44, 7-7-2022, 259, 24.10, 54.00, 261
21:34:45, 7-7-2022, 243, 24.20, 53.00, 262
21:34:47, 7-7-2022, 253, 24.20, 53.00, 262
21:34:48, 7-7-2022, 255, 24.20, 53.00, 262
21:34:49, 7-7-2022, 255, 24.20, 53.00, 263
21:34:50, 7-7-2022, 248, 24.20, 53.00, 263
21:34:52, 7-7-2022, 262, 24.20, 53.00, 262
21:34:53, 7-7-2022, 262, 24.20, 53.00, 260
21:34:54, 7-7-2022, 253, 24.20, 53.00, 263
21:34:55, 7-7-2022, 255, 24.20, 53.00, 262
21:34:57, 7-7-2022, 259, 24.20, 53.00, 261
21:34:58, 7-7-2022, 266, 24.20, 53.00, 262
21:34:59, 7-7-2022, 264, 24.20, 53.00, 262
21:35:00, 7-7-2022, 264, 24.30, 53.00, 262
21:35:01, 7-7-2022, 264, 24.30, 53.00, 262
21:35:03, 7-7-2022, 262, 24.30, 53.00, 262
21:35:04, 7-7-2022, 262, 24.30, 53.00, 263
21:35:05, 7-7-2022, 215, 24.30, 53.00, 262
21:35:06, 7-7-2022, 207, 24.30, 53.00, 262
21:35:08, 7-7-2022, 209, 24.30, 53.00, 261
21:35:09, 7-7-2022, 253, 24.30, 53.00, 262
21:35:10, 7-7-2022, 260, 24.30, 52.00, 261
21:35:11, 7-7-2022, 250, 24.30, 52.00, 262
21:35:13, 7-7-2022, 251, 24.30, 52.00, 263
21:35:14, 7-7-2022, 259, 24.30, 52.00, 262
21:35:15, 7-7-2022, 253, 24.30, 52.00, 263
21:35:16, 7-7-2022, 253, 24.30, 52.00, 262
21:35:18, 7-7-2022, 251, 24.30, 52.00, 261
21:35:19, 7-7-2022, 255, 24.30, 52.00, 261
21:35:20, 7-7-2022, 253, 24.40, 52.00, 262
21:35:21, 7-7-2022, 253, 24.40, 52.00, 260
21:35:22, 7-7-2022, 253, 24.40, 52.00, 261
21:35:24, 7-7-2022, 255, 24.40, 52.00, 261
21:35:25, 7-7-2022, 255, 24.40, 52.00, 264
21:35:26, 7-7-2022, 248, 24.40, 52.00, 263
21:35:27, 7-7-2022, 245, 24.40, 52.00, 263
21:35:29, 7-7-2022, 246, 24.40, 52.00, 262
21:35:30, 7-7-2022, 245, 24.40, 52.00, 262
21:35:31, 7-7-2022, 245, 24.40, 52.00, 261
21:35:32, 7-7-2022, 245, 24.40, 52.00, 263
21:35:34, 7-7-2022, 245, 24.40, 52.00, 261
21:35:35, 7-7-2022, 246, 24.40, 52.00, 262
21:35:36, 7-7-2022, 246, 24.40, 52.00, 263
21:35:37, 7-7-2022, 215, 24.40, 52.00, 261
21:35:38, 7-7-2022, 207, 24.40, 52.00, 261
21:35:40, 7-7-2022, 238, 24.40, 52.00, 263
21:35:41, 7-7-2022, 260, 24.40, 52.00, 262
21:35:42, 7-7-2022, 245, 24.50, 52.00, 260
21:35:43, 7-7-2022, 243, 24.50, 52.00, 263
21:35:45, 7-7-2022, 248, 24.50, 52.00, 262
21:35:46, 7-7-2022, 257, 24.50, 52.00, 261
21:35:47, 7-7-2022, 246, 24.50, 52.00, 263
21:35:48, 7-7-2022, 246, 24.50, 52.00, 261
21:35:50, 7-7-2022, 251, 24.50, 51.00, 261
21:35:51, 7-7-2022, 260, 24.50, 51.00, 262
21:35:52, 7-7-2022, 257, 24.50, 51.00, 261
21:35:53, 7-7-2022, 246, 24.50, 51.00, 262
21:35:54, 7-7-2022, 250, 24.50, 51.00, 261
21:35:56, 7-7-2022, 240, 24.50, 51.00, 262
21:35:57, 7-7-2022, 241, 24.50, 51.00, 262
21:35:58, 7-7-2022, 241, 24.50, 51.00, 263
21:35:59, 7-7-2022, 243, 24.50, 51.00, 263
21:36:01, 7-7-2022, 243, 24.50, 51.00, 262
21:36:02, 7-7-2022, 243, 24.50, 51.00, 262
21:36:03, 7-7-2022, 243, 24.50, 51.00, 262
21:36:04, 7-7-2022, 243, 24.50, 51.00, 263
21:36:06, 7-7-2022, 243, 24.50, 51.00, 261
21:36:07, 7-7-2022, 243, 24.60, 51.00, 261
21:36:08, 7-7-2022, 255, 24.60, 51.00, 263
21:36:09, 7-7-2022, 257, 24.60, 51.00, 262
21:36:10, 7-7-2022, 250, 24.60, 51.00, 263
21:36:12, 7-7-2022, 240, 24.60, 51.00, 262
21:36:13, 7-7-2022, 241, 24.60, 51.00, 261
21:36:14, 7-7-2022, 240, 24.60, 51.00, 260
21:36:15, 7-7-2022, 240, 24.60, 51.00, 263
21:36:17, 7-7-2022, 240, 24.60, 51.00, 261
21:36:18, 7-7-2022, 240, 24.60, 51.00, 262
21:36:19, 7-7-2022, 240, 24.60, 51.00, 263
21:36:20, 7-7-2022, 240, 24.60, 51.00, 262
21:36:22, 7-7-2022, 241, 24.60, 51.00, 264
21:36:23, 7-7-2022, 241, 24.60, 51.00, 261
21:36:24, 7-7-2022, 240, 24.60, 51.00, 263
21:36:25, 7-7-2022, 241, 24.60, 51.00, 262
21:36:27, 7-7-2022, 240, 24.60, 51.00, 260
21:36:28, 7-7-2022, 240, 24.60, 51.00, 261
21:36:29, 7-7-2022, 240, 24.60, 51.00, 260
21:36:30, 7-7-2022, 241, 24.60, 51.00, 263
21:36:31, 7-7-2022, 240, 24.60, 51.00, 261
21:36:33, 7-7-2022, 240, 24.60, 51.00, 261
21:36:34, 7-7-2022, 240, 24.60, 50.00, 263
21:36:35, 7-7-2022, 240, 24.60, 50.00, 262
21:36:36, 7-7-2022, 241, 24.60, 51.00, 263
21:36:38, 7-7-2022, 248, 24.60, 51.00, 264
21:36:39, 7-7-2022, 248, 24.60, 51.00, 262
21:36:40, 7-7-2022, 246, 24.60, 51.00, 261
21:36:41, 7-7-2022, 243, 24.70, 50.00, 262
21:36:43, 7-7-2022, 243, 24.70, 50.00, 261
21:36:44, 7-7-2022, 243, 24.70, 51.00, 263
21:36:45, 7-7-2022, 243, 24.70, 51.00, 262
21:36:46, 7-7-2022, 245, 24.70, 51.00, 263
21:36:47, 7-7-2022, 245, 24.70, 51.00, 262
21:36:49, 7-7-2022, 245, 24.70, 51.00, 263
21:36:50, 7-7-2022, 243, 24.70, 51.00, 262
21:36:51, 7-7-2022, 243, 24.70, 51.00, 261
21:36:52, 7-7-2022, 243, 24.70, 51.00, 264
21:36:54, 7-7-2022, 243, 24.70, 51.00, 262
21:36:55, 7-7-2022, 243, 24.70, 51.00, 262
21:36:56, 7-7-2022, 243, 24.70, 51.00, 263
21:36:57, 7-7-2022, 245, 24.70, 51.00, 260
21:36:59, 7-7-2022, 260, 24.70, 51.00, 262
21:37:00, 7-7-2022, 262, 24.70, 51.00, 262
21:37:01, 7-7-2022, 255, 24.70, 51.00, 263
21:37:02, 7-7-2022, 248, 24.70, 51.00, 262
21:37:04, 7-7-2022, 253, 24.70, 51.00, 263
21:37:05, 7-7-2022, 259, 24.70, 51.00, 261
21:37:06, 7-7-2022, 248, 24.70, 51.00, 263
21:37:07, 7-7-2022, 250, 24.70, 51.00, 262
21:37:08, 7-7-2022, 257, 24.70, 51.00, 263
21:37:10, 7-7-2022, 257, 24.70, 51.00, 263
21:37:11, 7-7-2022, 259, 24.70, 51.00, 263
21:37:12, 7-7-2022, 243, 24.70, 51.00, 262
21:37:13, 7-7-2022, 255, 24.70, 51.00, 263
21:37:15, 7-7-2022, 257, 24.70, 51.00, 262
21:37:16, 7-7-2022, 259, 24.70, 50.00, 261
21:37:17, 7-7-2022, 259, 24.70, 50.00, 261
21:37:18, 7-7-2022, 260, 24.70, 50.00, 262
21:37:20, 7-7-2022, 222, 24.70, 50.00, 261
21:37:21, 7-7-2022, 230, 24.80, 50.00, 261
21:37:22, 7-7-2022, 248, 24.80, 50.00, 261
21:37:23, 7-7-2022, 246, 24.80, 50.00, 261
21:37:24, 7-7-2022, 260, 24.80, 50.00, 261
21:37:26, 7-7-2022, 243, 24.80, 51.00, 262
21:37:27, 7-7-2022, 243, 24.80, 51.00, 262
21:37:28, 7-7-2022, 243, 24.80, 50.00, 263
21:37:29, 7-7-2022, 238, 24.80, 50.00, 263
21:37:31, 7-7-2022, 236, 24.80, 51.00, 262
21:37:32, 7-7-2022, 259, 24.80, 51.00, 262
21:37:33, 7-7-2022, 255, 24.80, 51.00, 262
21:37:34, 7-7-2022, 248, 24.80, 51.00, 261
21:37:36, 7-7-2022, 243, 24.80, 51.00, 261
21:37:37, 7-7-2022, 250, 24.80, 51.00, 262
21:37:38, 7-7-2022, 248, 24.80, 51.00, 262
21:37:39, 7-7-2022, 246, 24.80, 51.00, 264
21:37:40, 7-7-2022, 246, 24.80, 51.00, 262
21:37:42, 7-7-2022, 248, 24.80, 51.00, 263
21:37:43, 7-7-2022, 255, 24.80, 50.00, 261
21:37:44, 7-7-2022, 257, 24.80, 50.00, 261
21:37:45, 7-7-2022, 257, 24.80, 51.00, 261
21:37:47, 7-7-2022, 253, 24.80, 51.00, 263
21:37:48, 7-7-2022, 253, 24.80, 50.00, 264
21:37:49, 7-7-2022, 245, 24.80, 50.00, 263
21:37:50, 7-7-2022, 246, 24.80, 50.00, 263
21:37:52, 7-7-2022, 253, 24.80, 50.00, 263
21:37:53, 7-7-2022, 253, 24.80, 50.00, 261
21:37:54, 7-7-2022, 253, 24.80, 50.00, 262
21:37:55, 7-7-2022, 253, 24.80, 50.00, 262
21:37:56, 7-7-2022, 253, 24.80, 50.00, 262
21:37:58, 7-7-2022, 251, 24.80, 50.00, 263
21:37:59, 7-7-2022, 245, 24.80, 50.00, 261
21:38:00, 7-7-2022, 246, 24.80, 50.00, 262
21:38:01, 7-7-2022, 255, 24.80, 50.00, 260
21:38:03, 7-7-2022, 257, 24.80, 50.00, 262
21:38:04, 7-7-2022, 248, 24.80, 50.00, 262
21:38:05, 7-7-2022, 248, 24.80, 50.00, 262
21:38:06, 7-7-2022, 231, 24.80, 50.00, 262
21:38:08, 7-7-2022, 228, 24.80, 50.00, 263
21:38:09, 7-7-2022, 233, 24.80, 50.00, 263
21:38:10, 7-7-2022, 233, 24.80, 50.00, 261
21:38:11, 7-7-2022, 235, 24.80, 50.00, 264
21:38:13, 7-7-2022, 235, 24.80, 50.00, 261
21:38:14, 7-7-2022, 236, 24.80, 50.00, 261
21:38:15, 7-7-2022, 235, 24.80, 50.00, 261
21:38:16, 7-7-2022, 235, 24.80, 50.00, 262
21:38:17, 7-7-2022, 235, 24.80, 50.00, 263
21:38:19, 7-7-2022, 235, 24.80, 50.00, 263
21:38:20, 7-7-2022, 235, 24.80, 50.00, 262
21:38:21, 7-7-2022, 235, 24.80, 50.00, 262
21:38:22, 7-7-2022, 235, 24.80, 50.00, 262
21:38:24, 7-7-2022, 235, 24.80, 50.00, 263
21:38:25, 7-7-2022, 238, 24.80, 50.00, 260
21:38:26, 7-7-2022, 236, 24.80, 50.00, 262
21:38:27, 7-7-2022, 236, 24.80, 50.00, 262
21:38:29, 7-7-2022, 236, 24.80, 50.00, 261
21:38:30, 7-7-2022, 236, 24.80, 49.00, 260
21:38:31, 7-7-2022, 236, 24.80, 49.00, 262
21:38:32, 7-7-2022, 236, 24.80, 49.00, 263
21:38:33, 7-7-2022, 236, 24.80, 49.00, 262
21:38:35, 7-7-2022, 236, 24.90, 49.00, 261
21:38:36, 7-7-2022, 236, 24.90, 49.00, 262
21:38:37, 7-7-2022, 236, 24.80, 49.00, 261
21:38:38, 7-7-2022, 236, 24.80, 49.00, 262
21:38:40, 7-7-2022, 236, 24.90, 49.00, 262
21:38:41, 7-7-2022, 236, 24.90, 49.00, 261
21:38:42, 7-7-2022, 236, 24.90, 49.00, 263
21:38:43, 7-7-2022, 236, 24.90, 49.00, 261
21:38:44, 7-7-2022, 241, 24.80, 49.00, 261
21:38:46, 7-7-2022, 260, 24.80, 49.00, 262
21:38:47, 7-7-2022, 251, 24.80, 49.00, 261
21:38:48, 7-7-2022, 250, 24.80, 49.00, 262
21:38:49, 7-7-2022, 248, 24.80, 49.00, 262
21:38:51, 7-7-2022, 250, 24.80, 49.00, 262
21:38:52, 7-7-2022, 248, 24.80, 49.00, 261
21:38:53, 7-7-2022, 248, 24.80, 49.00, 262
21:38:54, 7-7-2022, 250, 24.80, 49.00, 261
21:38:56, 7-7-2022, 250, 24.80, 49.00, 262
21:38:57, 7-7-2022, 250, 24.80, 49.00, 262
21:38:58, 7-7-2022, 250, 24.80, 49.00, 262
21:38:59, 7-7-2022, 250, 24.80, 49.00, 263
21:39:00, 7-7-2022, 250, 24.80, 49.00, 261
21:39:02, 7-7-2022, 250, 24.80, 49.00, 262
21:39:03, 7-7-2022, 240, 24.80, 49.00, 260
21:39:04, 7-7-2022, 240, 24.80, 49.00, 260
21:39:05, 7-7-2022, 228, 24.80, 49.00, 261
21:39:07, 7-7-2022, 253, 24.80, 49.00, 263
21:39:08, 7-7-2022, 238, 24.80, 49.00, 261
21:39:09, 7-7-2022, 215, 24.80, 49.00, 262
21:39:10, 7-7-2022, 203, 24.80, 49.00, 261
21:39:12, 7-7-2022, 193, 24.80, 49.00, 261
21:39:13, 7-7-2022, 207, 24.80, 49.00, 262
21:39:14, 7-7-2022, 176, 24.80, 49.00, 263
21:39:15, 7-7-2022, 158, 24.80, 49.00, 263
21:39:16, 7-7-2022, 162, 24.80, 49.00, 261
21:39:18, 7-7-2022, 163, 24.80, 49.00, 260
21:39:19, 7-7-2022, 241, 24.80, 49.00, 262
21:39:20, 7-7-2022, 257, 24.80, 49.00, 263
21:39:21, 7-7-2022, 253, 24.80, 49.00, 262
21:39:23, 7-7-2022, 253, 24.80, 49.00, 262
21:39:24, 7-7-2022, 255, 24.80, 49.00, 260
21:39:25, 7-7-2022, 253, 24.80, 49.00, 262
21:39:26, 7-7-2022, 251, 24.80, 49.00, 262
21:39:28, 7-7-2022, 251, 24.80, 49.00, 261
21:39:29, 7-7-2022, 253, 24.80, 49.00, 261
21:39:30, 7-7-2022, 255, 24.80, 49.00, 261
21:39:31, 7-7-2022, 255, 24.80, 49.00, 261
21:39:32, 7-7-2022, 253, 24.80, 49.00, 262
21:39:34, 7-7-2022, 253, 24.80, 49.00, 261
21:39:35, 7-7-2022, 251, 24.80, 49.00, 261
21:39:36, 7-7-2022, 255, 24.80, 49.00, 263
21:39:37, 7-7-2022, 251, 24.80, 49.00, 261
21:39:39, 7-7-2022, 255, 24.80, 49.00, 262
21:39:40, 7-7-2022, 245, 24.80, 49.00, 263
21:39:41, 7-7-2022, 260, 24.80, 49.00, 260
21:39:42, 7-7-2022, 257, 24.80, 49.00, 263
21:39:44, 7-7-2022, 255, 24.80, 49.00, 262
21:39:45, 7-7-2022, 248, 24.80, 49.00, 261
21:39:46, 7-7-2022, 246, 24.80, 49.00, 260
21:39:47, 7-7-2022, 248, 24.80, 49.00, 262
21:39:48, 7-7-2022, 246, 24.80, 49.00, 262
21:39:50, 7-7-2022, 248, 24.80, 49.00, 261
21:39:51, 7-7-2022, 250, 24.80, 49.00, 262
21:39:52, 7-7-2022, 255, 24.80, 49.00, 261
21:39:53, 7-7-2022, 251, 24.80, 49.00, 261
21:39:55, 7-7-2022, 248, 24.80, 49.00, 261
21:39:56, 7-7-2022, 255, 24.80, 49.00, 259
21:39:57, 7-7-2022, 251, 24.80, 49.00, 261
21:39:58, 7-7-2022, 245, 24.80, 49.00, 261
21:40:00, 7-7-2022, 243, 24.80, 49.00, 263
21:40:01, 7-7-2022, 250, 24.80, 49.00, 261
21:40:02, 7-7-2022, 251, 24.80, 49.00, 263
21:40:03, 7-7-2022, 251, 24.80, 49.00, 261
21:40:05, 7-7-2022, 250, 24.80, 49.00, 261
21:40:06, 7-7-2022, 248, 24.80, 49.00, 261
21:40:07, 7-7-2022, 251, 24.80, 49.00, 261
21:40:08, 7-7-2022, 255, 24.80, 49.00, 262
21:40:09, 7-7-2022, 259, 24.80, 49.00, 260
21:40:11, 7-7-2022, 257, 24.80, 49.00, 262
21:40:12, 7-7-2022, 255, 24.80, 49.00, 261
21:40:13, 7-7-2022, 257, 24.80, 49.00, 261
21:40:14, 7-7-2022, 257, 24.80, 49.00, 263
21:40:16, 7-7-2022, 235, 24.80, 49.00, 261
21:40:17, 7-7-2022, 243, 24.80, 49.00, 263
21:40:18, 7-7-2022, 243, 24.80, 49.00, 262
21:40:19, 7-7-2022, 246, 24.80, 49.00, 261
21:40:21, 7-7-2022, 255, 24.90, 49.00, 261
21:40:22, 7-7-2022, 245, 24.90, 49.00, 261
21:40:23, 7-7-2022, 241, 24.90, 49.00, 262
21:40:24, 7-7-2022, 245, 24.90, 49.00, 262
21:40:25, 7-7-2022, 243, 24.90, 49.00, 262
21:40:27, 7-7-2022, 243, 24.90, 49.00, 263
21:40:28, 7-7-2022, 243, 24.90, 49.00, 262
21:40:29, 7-7-2022, 241, 24.90, 49.00, 260
21:40:30, 7-7-2022, 245, 24.90, 49.00, 261
21:40:32, 7-7-2022, 246, 24.90, 49.00, 261
21:40:33, 7-7-2022, 246, 24.90, 50.00, 261
21:40:34, 7-7-2022, 250, 24.90, 50.00, 261
21:40:35, 7-7-2022, 248, 24.90, 49.00, 262
21:40:37, 7-7-2022, 248, 24.90, 49.00, 262
21:40:38, 7-7-2022, 248, 24.90, 50.00, 262
21:40:39, 7-7-2022, 248, 24.90, 50.00, 262
21:40:40, 7-7-2022, 248, 24.90, 49.00, 262
21:40:41, 7-7-2022, 248, 24.90, 49.00, 261
21:40:43, 7-7-2022, 248, 24.90, 50.00, 262
21:40:44, 7-7-2022, 248, 24.90, 50.00, 262
21:40:45, 7-7-2022, 243, 24.90, 49.00, 263
21:40:46, 7-7-2022, 243, 24.90, 49.00, 261
21:40:48, 7-7-2022, 248, 24.90, 49.00, 262
21:40:49, 7-7-2022, 248, 24.90, 49.00, 263
21:40:50, 7-7-2022, 248, 24.90, 49.00, 262
21:40:51, 7-7-2022, 248, 24.90, 49.00, 263
21:40:53, 7-7-2022, 248, 24.90, 49.00, 261
21:40:54, 7-7-2022, 250, 24.90, 49.00, 261
21:40:55, 7-7-2022, 240, 24.90, 49.00, 263
21:40:56, 7-7-2022, 235, 24.90, 49.00, 263
21:40:58, 7-7-2022, 235, 24.90, 49.00, 260
21:40:59, 7-7-2022, 233, 24.90, 49.00, 262
21:41:00, 7-7-2022, 233, 24.90, 49.00, 261
21:41:01, 7-7-2022, 233, 24.90, 49.00, 262
21:41:02, 7-7-2022, 233, 24.90, 49.00, 261
21:41:04, 7-7-2022, 233, 24.90, 49.00, 261
21:41:05, 7-7-2022, 235, 24.90, 49.00, 263
21:41:06, 7-7-2022, 233, 24.90, 49.00, 262
21:41:07, 7-7-2022, 235, 24.90, 49.00, 262
21:41:09, 7-7-2022, 259, 24.90, 49.00, 262
21:41:10, 7-7-2022, 255, 24.90, 49.00, 261
21:41:11, 7-7-2022, 251, 24.90, 49.00, 261
21:41:12, 7-7-2022, 253, 24.90, 49.00, 263
21:41:13, 7-7-2022, 255, 24.90, 49.00, 262
21:41:15, 7-7-2022, 255, 24.90, 49.00, 261
21:41:16, 7-7-2022, 255, 24.90, 49.00, 261
21:41:17, 7-7-2022, 255, 24.90, 49.00, 261
21:41:18, 7-7-2022, 255, 24.90, 49.00, 263
21:41:20, 7-7-2022, 255, 24.90, 49.00, 264
21:41:21, 7-7-2022, 255, 24.90, 49.00, 262
21:41:22, 7-7-2022, 255, 24.90, 49.00, 262
21:41:23, 7-7-2022, 250, 24.90, 49.00, 262
21:41:25, 7-7-2022, 243, 24.90, 49.00, 260
21:41:26, 7-7-2022, 243, 24.90, 49.00, 262
21:41:27, 7-7-2022, 243, 24.90, 49.00, 263
21:41:28, 7-7-2022, 243, 24.90, 49.00, 261
21:41:30, 7-7-2022, 241, 24.90, 49.00, 262
21:41:31, 7-7-2022, 241, 24.90, 49.00, 262
21:41:32, 7-7-2022, 243, 24.90, 49.00, 262
21:41:33, 7-7-2022, 241, 24.90, 49.00, 262
21:41:34, 7-7-2022, 238, 24.90, 49.00, 261
21:41:36, 7-7-2022, 236, 24.90, 49.00, 260
21:41:37, 7-7-2022, 236, 24.90, 49.00, 263
21:41:38, 7-7-2022, 236, 24.90, 49.00, 262
21:41:39, 7-7-2022, 236, 24.90, 49.00, 262
21:41:41, 7-7-2022, 238, 24.90, 49.00, 262
21:41:42, 7-7-2022, 241, 24.90, 49.00, 262
21:41:43, 7-7-2022, 241, 24.90, 49.00, 262
21:41:44, 7-7-2022, 241, 24.90, 49.00, 262
21:41:46, 7-7-2022, 241, 24.90, 49.00, 263
21:41:47, 7-7-2022, 240, 24.90, 49.00, 261
21:41:48, 7-7-2022, 240, 24.90, 49.00, 262
21:41:49, 7-7-2022, 240, 24.90, 49.00, 261
21:41:50, 7-7-2022, 240, 24.90, 49.00, 262
21:41:52, 7-7-2022, 240, 24.90, 49.00, 262
21:41:53, 7-7-2022, 240, 24.90, 49.00, 262
21:41:54, 7-7-2022, 236, 24.90, 49.00, 261
21:41:55, 7-7-2022, 240, 24.90, 49.00, 260
21:41:57, 7-7-2022, 238, 24.90, 49.00, 263
21:41:58, 7-7-2022, 240, 24.90, 49.00, 261
21:41:59, 7-7-2022, 235, 24.90, 49.00, 261
21:42:00, 7-7-2022, 235, 24.90, 49.00, 263
21:42:02, 7-7-2022, 236, 24.90, 49.00, 261
21:42:03, 7-7-2022, 238, 24.90, 49.00, 262
21:42:04, 7-7-2022, 233, 24.90, 49.00, 262
21:42:05, 7-7-2022, 240, 24.90, 49.00, 261
21:42:07, 7-7-2022, 236, 24.90, 49.00, 263
21:42:08, 7-7-2022, 236, 24.90, 49.00, 263
21:42:09, 7-7-2022, 236, 24.90, 49.00, 262
21:42:10, 7-7-2022, 241, 24.90, 49.00, 261
21:42:11, 7-7-2022, 241, 24.90, 49.00, 262
21:42:13, 7-7-2022, 241, 24.90, 49.00, 262
21:42:14, 7-7-2022, 243, 24.90, 49.00, 261
21:42:15, 7-7-2022, 241, 24.90, 49.00, 263
21:42:16, 7-7-2022, 241, 24.90, 49.00, 262
21:42:18, 7-7-2022, 241, 24.90, 49.00, 263
21:42:19, 7-7-2022, 241, 24.90, 49.00, 262
21:42:20, 7-7-2022, 240, 24.90, 49.00, 262
21:42:21, 7-7-2022, 248, 24.90, 49.00, 260
21:42:23, 7-7-2022, 246, 24.90, 49.00, 262
21:42:24, 7-7-2022, 248, 24.90, 49.00, 261
21:42:25, 7-7-2022, 248, 24.90, 49.00, 262
21:42:26, 7-7-2022, 245, 24.90, 49.00, 262
21:42:27, 7-7-2022, 238, 24.90, 49.00, 262
21:42:29, 7-7-2022, 240, 24.90, 49.00, 263
21:42:30, 7-7-2022, 240, 24.90, 49.00, 262
21:42:31, 7-7-2022, 240, 25.00, 49.00, 262
21:42:32, 7-7-2022, 240, 25.00, 49.00, 263
21:42:34, 7-7-2022, 240, 24.90, 49.00, 261
21:42:35, 7-7-2022, 240, 24.90, 49.00, 261
21:42:36, 7-7-2022, 250, 24.90, 49.00, 261
21:42:37, 7-7-2022, 246, 24.90, 49.00, 262
21:42:39, 7-7-2022, 240, 25.00, 49.00, 262
21:42:40, 7-7-2022, 246, 25.00, 49.00, 263
21:42:41, 7-7-2022, 235, 24.90, 49.00, 262
21:42:42, 7-7-2022, 238, 24.90, 49.00, 261
21:42:43, 7-7-2022, 240, 24.90, 49.00, 263
21:42:45, 7-7-2022, 238, 24.90, 49.00, 262
21:42:46, 7-7-2022, 238, 24.90, 49.00, 261
21:42:47, 7-7-2022, 238, 24.90, 49.00, 262
21:42:48, 7-7-2022, 238, 24.90, 49.00, 261
21:42:50, 7-7-2022, 238, 24.90, 49.00, 261
21:42:51, 7-7-2022, 241, 24.90, 49.00, 265
21:42:52, 7-7-2022, 238, 24.90, 49.00, 262
21:42:53, 7-7-2022, 238, 24.90, 49.00, 262
21:42:55, 7-7-2022, 238, 24.90, 49.00, 261
21:42:56, 7-7-2022, 238, 24.90, 49.00, 261
21:42:57, 7-7-2022, 238, 24.90, 49.00, 262
21:42:58, 7-7-2022, 238, 24.90, 49.00, 260
21:42:59, 7-7-2022, 238, 24.90, 49.00, 262
21:43:01, 7-7-2022, 238, 24.90, 49.00, 261
21:43:02, 7-7-2022, 238, 24.90, 49.00, 262
21:43:03, 7-7-2022, 238, 24.90, 49.00, 262
21:43:05, 7-7-2022, 238, 24.90, 49.00, 260
21:43:06, 7-7-2022, 238, 24.90, 49.00, 261
21:43:08, 7-7-2022, 236, 24.90, 49.00, 261
21:43:09, 7-7-2022, 238, 24.90, 48.00, 262
21:43:11, 7-7-2022, 238, 24.90, 48.00, 262
21:43:12, 7-7-2022, 238, 24.90, 47.00, 264
